종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"095570","AJ네트웍스","5460","40","0.74","5400","5460","5380","23752","129005700","255649730700","46822295"
"006840","AK홀딩스","21600","-400","-1.82","21750","22000","21450","37901","822355500","286147317600","13247561"
"027410","BGF","5070","-20","-0.39","5060","5180","5030","102362","519414040","485284130370","95716791"
"282330","BGF리테일","163000","1000","0.62","164000","166500","161500","30141","4928112500","2817276678000","17283906"
"138930","BNK금융지주","7980","10","0.13","8060","8060","7950","723623","5785323970","2600963263080","325935246"
"001460","BYC","459000","5500","1.21","453500","460000","452000","137","62627500","286698285000","624615"
"001465","BYC우","178000","0","0.00","177000","178000","175000","152","26725000","38338530000","215385"
"001040","CJ","82700","-100","-0.12","84000","84000","82100","30724","2544161500","2412937734600","29176998"
"079160","CJ CGV","25600","-100","-0.39","25800","26100","25150","291065","7427978400","1044688025600","40808126"
"00104K","CJ4우(전환)","73700","300","0.41","73400","73700","72600","1979","144907900","311493934400","4226512"
"000120","CJ대한통운","124000","-1000","-0.80","126500","126500","123500","37535","4679414000","2828730656000","22812344"
"011150","CJ씨푸드","3700","10","0.27","3675","3730","3660","64023","236761190","132943860100","35930773"
"011155","CJ씨푸드1우","37000","-100","-0.27","37000","37000","36700","57","2099750","7400000000","200000"
"001045","CJ우","48850","100","0.21","49400","49400","48550","378","18413000","110411893550","2260223"
"097950","CJ제일제당","380500","-3500","-0.91","386500","387000","377000","27388","10409578500","5728117773000","15054186"
"097955","CJ제일제당 우","164000","2000","1.23","162000","164500","162000","942","153803500","217699012000","1327433"
"000590","CS홀딩스","69000","1300","1.92","67100","70200","67000","7745","535818300","79659258000","1154482"
"012030","DB","865","1","0.12","860","871","860","276591","239232797","174015452045","201173933"
"016610","DB금융투자","6240","60","0.97","6200","6240","6130","67073","414174780","264865467360","42446389"
"005830","DB손해보험","60300","500","0.84","60100","60500","58600","414874","24842107450","4269240000000","70800000"
"000990","DB하이텍","69500","2000","2.96","69600","71000","68200","1328275","92242483100","3085701866000","44398588"
"000995","DB하이텍1우","96700","-200","-0.21","99500","99500","95000","467","45026700","10860957200","112316"
"139130","DGB금융지주","9340","-10","-0.11","9390","9450","9280","351547","3281652220","1579822080220","169145833"
"001530","DI동일","225000","1000","0.45","224000","228500","221500","3605","808335000","564897375000","2510655"
"000210","DL","60400","300","0.50","60000","61300","60000","37273","2259795300","1265735393600","20955884"
"001880","DL건설","27000","600","2.27","26450","27000","26400","13838","371136600","595438668000","22053284"
"000215","DL우","36800","200","0.55","36950","37400","36250","125","4595000","62049032000","1686115"
"375500","DL이앤씨","123500","1500","1.23","122000","126000","121500","169312","20966764000","2390804143000","19358738"
"37550K","DL이앤씨우","66300","400","0.61","67100","67200","63000","6502","426537000","140150575500","2113885"
"004840","DRB동일","5110","-110","-2.11","5180","5180","5050","16889","86330690","101842300000","19930000"
"155660","DSR","5440","190","3.62","5260","5450","5260","49441","265949810","87040000000","16000000"
"069730","DSR제강","4510","90","2.04","4425","4565","4425","44435","200162985","64944000000","14400000"
"017940","E1","46700","700","1.52","46300","46950","45650","5524","256763750","320362000000","6860000"
"365550","ESR켄달스퀘어리츠","6080","30","0.50","6100","6100","6030","114075","691116810","1295581120000","213089000"
"383220","F&F","836000","30000","3.72","809000","846000","806000","29831","24835049000","6404942940000","7661415"
"007700","F&F홀딩스","26800","800","3.08","26150","27150","26150","36122","963821450","1048265035600","39114367"
"114090","GKL","15050","100","0.67","15100","15100","14650","258215","3837304900","930927833500","61855670"
"078930","GS","40350","200","0.50","40350","40550","39800","168847","6779785150","3749135502300","92915378"
"006360","GS건설","41900","1250","3.08","41000","42300","40800","504518","21033611350","3585864431000","85581490"
