종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"095570","AJ네트웍스","5110","-20","-0.39","5100","5130","5050","24500","124522530","239261927450","46822295"
"006840","AK홀딩스","18850","200","1.07","18650","18950","17800","29751","554741350","249716524850","13247561"
"027410","BGF","4925","50","1.03","4875","4930","4820","87639","427458780","471405195675","95716791"
"282330","BGF리테일","165500","-2000","-1.19","164000","167500","160500","39768","6560277500","2860486443000","17283906"
"138930","BNK금융지주","8350","70","0.85","8290","8370","8220","880213","7309003290","2721559304100","325935246"
"001460","BYC","468000","5000","1.08","469500","470000","461000","704","328671000","292319820000","624615"
"001465","BYC우","180000","-1500","-0.83","180000","180000","179500","39","7010000","38769300000","215385"
"001040","CJ","83500","1700","2.08","82100","83500","81000","75979","6278879400","2436279333000","29176998"
"079160","CJ CGV","23850","-550","-2.25","24050","24800","23550","483775","11701747550","973263191850","40807681"
"00104K","CJ4우(전환)","72400","700","0.98","71900","72500","70800","6070","437479000","305999468800","4226512"
"000120","CJ대한통운","121000","0","0.00","121000","121500","118500","28257","3401198500","2760293624000","22812344"
"011150","CJ씨푸드","3750","20","0.54","3730","3765","3680","114981","429260260","134740398750","35930773"
"011155","CJ씨푸드1우","36700","150","0.41","37400","37400","36250","200","7303900","7340000000","200000"
"001045","CJ우","48000","500","1.05","47500","48400","47200","1378","65927250","108490704000","2260223"
"097950","CJ제일제당","379000","11000","2.99","356000","384000","355500","72718","27615398500","5705536494000","15054186"
"097955","CJ제일제당 우","163000","1000","0.62","163500","166500","161000","4140","680117000","216371579000","1327433"
"000590","CS홀딩스","64500","800","1.26","63700","64700","63500","733","47070900","74464089000","1154482"
"012030","DB","900","10","1.12","897","900","886","246499","220200011","181056539700","201173933"
"016610","DB금융투자","6480","-80","-1.22","6560","6560","6470","58244","377976450","275052600720","42446389"
"005830","DB손해보험","63200","-1100","-1.71","63800","64800","62800","143891","9125629300","4474560000000","70800000"
"000990","DB하이텍","72000","-2100","-2.83","74100","74200","70800","911502","65440136700","3196698336000","44398588"
"000995","DB하이텍1우","98100","-300","-0.30","98400","98800","97600","135","13261900","11018199600","112316"
"139130","DGB금융지주","9630","80","0.84","9550","9660","9470","329560","3153610580","1628874371790","169145833"
"001530","DI동일","240000","11000","4.80","230000","241500","225500","8006","1867012500","602557200000","2510655"
"000210","DL","58600","1100","1.91","57500","58800","57000","53386","3093337600","1228014802400","20955884"
"001880","DL건설","27150","-800","-2.86","28300","28300","26750","45180","1231017600","598746660600","22053284"
"000215","DL우","36450","500","1.39","35950","36450","35850","981","35440600","61458891750","1686115"
"375500","DL이앤씨","116500","-1000","-0.85","117500","118500","114000","149877","17354385500","2255292977000","19358738"
"37550K","DL이앤씨우","65000","300","0.46","63700","65300","63700","3473","223578200","137402525000","2113885"
"004840","DRB동일","5060","30","0.60","5030","5070","5000","4436","22292570","100845800000","19930000"
"155660","DSR","5380","-20","-0.37","5470","5470","5320","29877","160247830","86080000000","16000000"
"069730","DSR제강","4540","25","0.55","4515","4540","4450","30909","138855205","65376000000","14400000"
"017940","E1","47300","350","0.75","47100","47450","46900","4128","194859550","324478000000","6860000"
"365550","ESR켄달스퀘어리츠","6170","30","0.49","6220","6220","6130","231339","1430244350","1314759130000","213089000"
"383220","F&F","832000","-10000","-1.19","845000","848000","830000","18076","15160814000","6374297280000","7661415"
"007700","F&F홀딩스","27400","-300","-1.08","27750","27800","27100","21873","600983550","1071733655800","39114367"
"114090","GKL","14300","50","0.35","14100","14550","13950","590170","8452744000","884536081000","61855670"
"078930","GS","39950","0","0.00","39950","40100","39400","152386","6081137350","3711969351100","92915378"
"006360","GS건설","39450","-1200","-2.95","40450","40500","38950","543967","21491975400","3376189780500","85581490"
"001250","GS글로벌","2245","-5","-0.22","2250","2255","2215","132504","296690390","185288300180","82533764"
"007070","GS리테일","28800","550","1.95","28250","29000","27800","276074","7913564750","3015876153600","104717922"
"078935","GS우","33850","0","0.00","33800","33950","33700","1376","46540300","60416360100","1784826"
"012630","HDC","7650","-10","-0.13","7780","7790","7540","362444","2774852300","457024165650","59741721"
"039570","HDC랩스","10200","100","0.99","10100","10350","9870","57503","581499440","264767530200","25957601"
"089470","HDC현대EP","4780","-80","-1.65","4895","4895","4730","55355","264984085","152482000000","31900000"
"294870","HDC현대산업개발","15500","-100","-0.64","16150","16500","15400","2247486","35549133000","1021563615000","65907330"
"097230","HJ중공업","7470","200","2.75","7270","7500","7190","26398","194402770","622058879070","83274281"
"011200","HMM","23200","0","0.00","23300","23300","22300","2415889","55000075850","11345716307200","489039496"
"082740","HSD엔진","8980","-80","-0.88","9070","9210","8880","320364","2898711970","419556789080","46721246"
"003560","IHQ","1185","-5","-0.42","1195","1195","1170","366710","432263865","173289361380","146235748"
"175330","JB금융지주","8450","50","0.60","8440","8450","8350","185295","1558393480","1664505454300","196982894"
"234080","JW생명과학","13300","200","1.53","13100","13350","13000","32064","419858650","210599568200","15834554"
"001060","JW중외제약","20350","350","1.75","20100","20400","19800","32679","658328400","451323948350","22178081"
"001067","JW중외제약2우B","59200","-200","-0.34","59000","59300","58600","145","8551500","6093278400","102927"
"001065","JW중외제약우","33400","100","0.30","33050","33600","33050","43","1431100","6103349000","182735"
"096760","JW홀딩스","3295","35","1.07","3265","3300","3245","31437","103064800","232115306270","70444706"
"105560","KB금융","61200","300","0.49","61300","61400","60200","1267454","77033100100","25447444704000","415807920"
"002380","KCC","400500","-5500","-1.35","405500","409500","393500","77399","31040646500","3559031635500","8886471"
"344820","KCC글라스","60900","100","0.16","61000","62000","60200","62243","3807271400","972604180800","15970512"
"009070","KCTC","5880","-40","-0.68","5920","6280","5860","806521","4891544070","176400000000","30000000"
"009440","KC그린홀딩스","4080","-30","-0.73","4150","4150","4050","26993","110145430","91534718400","22434980"
"119650","KC코트렐","5700","-40","-0.70","5740","5760","5670","35074","200123820","100320000000","17600000"
"092220","KEC","3160","-20","-0.63","3200","3230","3135","1744718","5529381900","457404125560","144748141"
"016380","KG동부제철","10200","0","0.00","10250","10300","10000","133973","1358042800","1020090749400","100008897"
"016385","KG동부제철우","109500","3000","2.82","106500","109500","104000","34","3620500","5845657500","53385"
"001390","KG케미칼","27150","-400","-1.45","27450","27550","26800","36324","985657200","376464506400","13866096"
"033180","KH 필룩스","2090","-25","-1.18","2115","2125","2060","682370","1466463750","295304508070","141294023"
"001940","KISCO홀딩스","15200","100","0.66","15000","15200","14950","10669","160621700","280840976000","18476380"
"025000","KPX케미칼","51700","300","0.58","51600","51700","51100","1511","77805400","250228000000","4840000"
"092230","KPX홀딩스","61000","400","0.66","61000","61100","60600","544","33068900","257703406000","4224646"
"000040","KR모터스","812","2","0.25","810","816","801","107719","86962165","78063542816","96137368"
"044450","KSS해운","11650","0","0.00","11700","11750","11600","50105","584872250","270115502000","23185880"
"030200","KT","31900","100","0.31","31700","31950","31400","684381","21695065400","8329466675200","261111808"
"033780","KT&G","78600","400","0.51","78000","78700","77600","364052","28440016200","10791190264200","137292497"
"030210","KTB투자증권","5210","90","1.76","5150","5250","5120","243409","1265103670","314236419320","60314092"
"058850","KTcs","2285","20","0.88","2265","2300","2250","75991","172813160","97535225000","42685000"
"058860","KTis","2310","20","0.87","2290","2320","2275","46402","106607165","80392620000","34802000"
