종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"095570","AJ네트웍스","5780","300","5.47","5530","5830","5500","214715","1225218340","270632865100","46822295"
"006840","AK홀딩스","21500","750","3.61","21100","21500","20550","38528","806530100","284822561500","13247561"
"027410","BGF","5150","100","1.98","5070","5160","5040","61191","312703310","492941473650","95716791"
"282330","BGF리테일","165500","2500","1.53","163500","167500","163000","17949","2969251000","2860486443000","17283906"
"138930","BNK금융지주","7700","100","1.32","7690","7740","7650","969823","7466311880","2509701394200","325935246"
"001460","BYC","459000","0","0.00","460000","461000","454000","237","108511000","286698285000","624615"
"001465","BYC우","178500","500","0.28","178000","178500","178000","68","12106000","38446222500","215385"
"001040","CJ","84900","800","0.95","84800","84900","84100","42296","3574367800","2477127130200","29176998"
"079160","CJ CGV","26250","50","0.19","26400","26450","26000","272360","7132436850","1071247170000","40809416"
"00104K","CJ4우(전환)","74700","500","0.67","74300","74700","74100","3732","277821400","315720446400","4226512"
"000120","CJ대한통운","131500","500","0.38","133000","134000","131000","77408","10238213500","2999823236000","22812344"
"011150","CJ씨푸드","4030","-60","-1.47","4050","4120","4000","1256679","5084104185","144801015190","35930773"
"011155","CJ씨푸드1우","38150","-750","-1.93","37600","38150","37100","1862","69985450","7630000000","200000"
"001045","CJ우","49500","150","0.30","49450","49500","49300","1354","66918600","111881038500","2260223"
"097950","CJ제일제당","371000","-3500","-0.93","373500","376500","369000","38093","14150314000","5585103006000","15054186"
"097955","CJ제일제당 우","165500","500","0.30","165500","166000","164500","947","156435500","219690161500","1327433"
"000590","CS홀딩스","70000","500","0.72","69500","70500","69000","2427","169378000","80813740000","1154482"
"012030","DB","871","8","0.93","866","879","866","286482","249745869","175222495643","201173933"
"016610","DB금융투자","6280","50","0.80","6290","6290","6180","98162","611424400","266563322920","42446389"
"005830","DB손해보험","58900","200","0.34","58800","59400","58400","127542","7527344100","4170120000000","70800000"
"000990","DB하이텍","70700","800","1.14","71200","71700","70000","711191","50319909700","3138980171600","44398588"
"000995","DB하이텍1우","95100","-700","-0.73","95800","96100","94500","400","37949600","10681251600","112316"
"139130","DGB금융지주","9100","30","0.33","9150","9170","9060","501700","4570189660","1539227080300","169145833"
"001530","DI동일","249000","12500","5.29","240500","249000","237500","10010","2448376000","625153095000","2510655"
"000210","DL","61200","1300","2.17","59700","61300","59700","69693","4232204100","1282500100800","20955884"
"001880","DL건설","28000","600","2.19","27450","28800","27450","32389","910313200","617491952000","22053284"
"000215","DL우","37150","150","0.41","37450","37450","36750","648","24175950","62639172250","1686115"
"375500","DL이앤씨","131500","3000","2.33","131000","133000","128500","197081","25813487000","2545674047000","19358738"
"37550K","DL이앤씨우","68200","600","0.89","67600","69100","67600","2955","201638700","144166957000","2113885"
"004840","DRB동일","5070","20","0.40","5050","5190","5010","9163","46582910","101045100000","19930000"
"155660","DSR","5710","0","0.00","5780","5780","5650","59256","338133910","91360000000","16000000"
"069730","DSR제강","4730","90","1.94","4720","4760","4655","69327","326811025","68112000000","14400000"
"017940","E1","47900","800","1.70","47300","48300","47300","16219","775296300","328594000000","6860000"
"365550","ESR켄달스퀘어리츠","6420","100","1.58","6350","6440","6320","601804","3846141100","1368031380000","213089000"
"383220","F&F","864000","7000","0.82","874000","874000","855000","15220","13168726000","6619462560000","7661415"
"007700","F&F홀딩스","28200","-250","-0.88","28450","28950","28100","42097","1203436750","1103025149400","39114367"
"114090","GKL","14550","-150","-1.02","14900","14950","14400","328044","4802286600","899999998500","61855670"
"078930","GS","41700","350","0.85","42100","42600","41700","256153","10777701100","3874571262600","92915378"
"006360","GS건설","44400","1350","3.14","43550","44800","43500","900949","39927181600","3799818156000","85581490"
"001250","GS글로벌","2470","105","4.44","2400","2635","2370","5738480","14411054145","203858397080","82533764"
"007070","GS리테일","27200","250","0.93","27000","27250","26750","254897","6900124600","2848327478400","104717922"
"078935","GS우","34800","250","0.72","34750","34900","34750","3524","122720150","62111944800","1784826"
"012630","HDC","7870","170","2.21","7720","7910","7670","185166","1446767610","470167344270","59741721"
"039570","HDC랩스","10700","50","0.47","10650","10750","10550","18960","202619600","277746330700","25957601"
"089470","HDC현대EP","4930","30","0.61","4900","4945","4880","29158","143215445","157267000000","31900000"
"294870","HDC현대산업개발","17200","550","3.30","16650","17400","16650","1220150","20927305400","1133606076000","65907330"
"097230","HJ중공업","7850","380","5.09","7480","7940","7480","80008","624361180","653703105850","83274281"
"011200","HMM","31000","1900","6.53","29400","31100","29250","8387135","254475544000","15160224376000","489039496"
"082740","HSD엔진","9440","-560","-5.60","10050","10050","9390","1383967","13237654280","441048562240","46721246"
