종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"095570","AJ네트웍스","5670","0","0.00","5670","5730","5600","23718","133724890","265482412650","46822295"
"006840","AK홀딩스","21350","0","0.00","21450","21650","21100","19666","420844500","282835427350","13247561"
"027410","BGF","5160","-70","-1.34","5200","5270","5100","158722","821154820","493898641560","95716791"
"282330","BGF리테일","171000","-4000","-2.29","175000","178500","171000","54739","9526193500","2955547926000","17283906"
"138930","BNK금융지주","7610","10","0.13","7570","7660","7550","534850","4068267280","2480367222060","325935246"
"001460","BYC","451500","-2500","-0.55","455500","457500","449000","354","159687500","282013672500","624615"
"001465","BYC우","178000","0","0.00","177500","178000","177000","28","4975000","38338530000","215385"
"001040","CJ","80000","-1000","-1.23","81000","81700","79900","37049","2976533500","2334159840000","29176998"
"079160","CJ CGV","25800","-700","-2.64","26350","26800","25750","330877","8681167350","1052882932800","40809416"
"00104K","CJ4우(전환)","70900","-400","-0.56","71300","71300","70000","1919","135446100","299659700800","4226512"
"000120","CJ대한통운","137500","3500","2.61","133500","138000","132000","95012","12954755500","3136697300000","22812344"
"011150","CJ씨푸드","3880","30","0.78","3885","3905","3815","236824","913531990","139411399240","35930773"
"011155","CJ씨푸드1우","37550","-2150","-5.42","38450","38750","37550","727","27625950","7510000000","200000"
"001045","CJ우","48450","-550","-1.12","49050","49250","48100","1207","58953150","109507804350","2260223"
"097950","CJ제일제당","343500","-5000","-1.43","349000","350000","338500","30272","10353138500","5171112891000","15054186"
"097955","CJ제일제당 우","159500","-2000","-1.24","163000","163000","158500","1187","189525500","211725563500","1327433"
"000590","CS홀딩스","69000","700","1.02","68400","69000","68400","1549","106462500","79659258000","1154482"
"012030","DB","892","-10","-1.11","903","905","886","240877","215079512","179447148236","201173933"
"016610","DB금융투자","6370","0","0.00","6320","6390","6320","44364","282087740","270383497930","42446389"
"005830","DB손해보험","58500","900","1.56","57500","58900","57500","125164","7308619900","4141800000000","70800000"
"000990","DB하이텍","68300","-1600","-2.29","69900","70700","67900","714468","49226458100","3032423560400","44398588"
"000995","DB하이텍1우","93100","-1900","-2.00","95000","95000","92500","657","61169200","10456619600","112316"
"139130","DGB금융지주","9070","-10","-0.11","9130","9130","9030","356732","3236590210","1534152705310","169145833"
"001530","DI동일","237500","-11500","-4.62","248000","249000","234000","14011","3335129500","596280562500","2510655"
"000210","DL","59300","100","0.17","58700","60500","58600","42115","2507549300","1242683921200","20955884"
"001880","DL건설","30000","50","0.17","30450","30850","29650","69787","2104395050","661598520000","22053284"
"000215","DL우","37000","50","0.14","37000","37400","36800","489","18116050","62386255000","1686115"
"375500","DL이앤씨","136000","2000","1.49","133500","139000","132500","292502","39649554500","2632788368000","19358738"
"37550K","DL이앤씨우","70500","400","0.57","70100","72000","69800","7363","522023600","149028892500","2113885"
"004840","DRB동일","4950","-50","-1.00","4980","5150","4930","11622","58283590","98653500000","19930000"
"155660","DSR","5630","-50","-0.88","5700","5710","5560","48633","273646230","90080000000","16000000"
"069730","DSR제강","4730","-10","-0.21","4740","4790","4680","66076","312843055","68112000000","14400000"
"017940","E1","45300","-550","-1.20","45500","45850","45100","10045","455683200","310758000000","6860000"
"365550","ESR켄달스퀘어리츠","6730","0","0.00","6730","6790","6680","595507","4025284540","1434088970000","213089000"
