종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"095570","AJ네트웍스","5810","50","0.87","5700","5880","5450","122349","699027600","272037533950","46822295"
"006840","AK홀딩스","22100","-50","-0.23","22400","22400","21550","35147","770633250","292771098100","13247561"
"027410","BGF","5240","-10","-0.19","5250","5270","5190","100295","523830250","501555984840","95716791"
"282330","BGF리테일","180000","1000","0.56","178500","181000","176500","32657","5831063500","3111103080000","17283906"
"138930","BNK금융지주","7880","100","1.29","7830","7950","7800","1259300","9918018670","2568369738480","325935246"
"001460","BYC","454000","2000","0.44","453500","457000","449000","193","87585500","283575210000","624615"
"001465","BYC우","178500","0","0.00","178500","179000","178500","92","16439500","38446222500","215385"
"001040","CJ","83400","800","0.97","82900","83700","82500","43695","3634383300","2433361633200","29176998"
"079160","CJ CGV","26900","-300","-1.10","27450","27450","26500","389697","10429602150","1097927185300","40815137"
"00104K","CJ4우(전환)","72900","600","0.83","72400","72900","72200","3781","274448500","308112724800","4226512"
"000120","CJ대한통운","132500","500","0.38","132000","133500","132000","28272","3756822000","3022635580000","22812344"
"011150","CJ씨푸드","3990","-40","-0.99","4060","4060","3975","287501","1150914100","143363784270","35930773"
"011155","CJ씨푸드1우","39850","200","0.50","39900","39900","39800","75","2990100","7970000000","200000"
"001045","CJ우","50300","950","1.93","49700","50400","49700","4760","238706400","113689216900","2260223"
"097950","CJ제일제당","365500","12500","3.54","356500","368500","354500","47153","17136853500","5502304983000","15054186"
"097955","CJ제일제당 우","164000","3000","1.86","161000","165000","161000","1660","272382000","217699012000","1327433"
"000590","CS홀딩스","70200","500","0.72","70200","70500","69800","1788","125423800","81044636400","1154482"
"012030","DB","964","47","5.13","925","966","921","1972892","1874551959","193931671412","201173933"
"016610","DB금융투자","6500","30","0.46","6480","6550","6470","67777","441670450","275901528500","42446389"
"005830","DB손해보험","67200","2400","3.70","64800","67500","64700","244672","16290453400","4757760000000","70800000"
"000990","DB하이텍","74900","2300","3.17","73500","75400","72800","1199703","89257997300","3325454241200","44398588"
"000995","DB하이텍1우","94100","-700","-0.74","94700","94700","94100","90","8511700","10568935600","112316"
"139130","DGB금융지주","9270","20","0.22","9300","9350","9240","530049","4923169570","1567981871910","169145833"
"001530","DI동일","264000","-1500","-0.56","267000","268000","262500","6548","1733967000","662812920000","2510655"
"000210","DL","60000","200","0.33","59900","60600","59700","37682","2264761400","1257353040000","20955884"
"001880","DL건설","29800","100","0.34","29750","30000","29700","15473","461466100","657187863200","22053284"
"000215","DL우","37650","0","0.00","37650","37800","37350","1773","66662700","63482229750","1686115"
"375500","DL이앤씨","130500","1000","0.77","130500","131000","129000","94435","12298124000","2526315309000","19358738"
"37550K","DL이앤씨우","70800","400","0.57","70200","70900","69900","5001","352153300","149663058000","2113885"
"004840","DRB동일","5250","130","2.54","5120","5260","5120","38562","201255060","104632500000","19930000"
