종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"095570","AJ네트웍스","6080","-100","-1.62","6090","6220","6050","70328","431092370","284679553600","46822295"
"006840","AK홀딩스","21900","100","0.46","21800","22050","21550","10383","225639000","290121585900","13247561"
"027410","BGF","5280","0","0.00","5250","5330","5250","130602","691336280","505384656480","95716791"
"282330","BGF리테일","173000","-3000","-1.70","177000","178500","171500","34427","5967155000","2990115738000","17283906"
"138930","BNK금융지주","7970","10","0.13","7980","8050","7940","1051360","8391916730","2597703910620","325935246"
"001460","BYC","441500","-3000","-0.67","444500","444500","441500","206","91123000","275767522500","624615"
"001465","BYC우","177500","-500","-0.28","177500","179000","176000","264","46563500","38230837500","215385"
"001040","CJ","83600","-900","-1.07","84900","84900","83300","36443","3052292900","2439197032800","29176998"
"079160","CJ CGV","27850","450","1.64","27800","28200","27400","457197","12721166500","1136701565450","40815137"
"00104K","CJ4우(전환)","72500","-300","-0.41","72800","72800","72200","2315","167583500","306422120000","4226512"
"000120","CJ대한통운","130500","500","0.38","131000","131500","129000","33944","4414571000","2977010892000","22812344"
"011150","CJ씨푸드","4190","-35","-0.83","4380","4540","4180","4879792","21465389855","150549938870","35930773"
"011155","CJ씨푸드1우","36650","-150","-0.41","37000","37000","36650","717","26359050","7330000000","200000"
"001045","CJ우","50800","-100","-0.20","51000","51000","50600","2968","150771500","114819328400","2260223"
"097950","CJ제일제당","372500","-4000","-1.06","376500","378000","371000","30813","11509979000","5607684285000","15054186"
"097955","CJ제일제당 우","167500","1000","0.60","167000","168500","167000","1323","221769500","222345027500","1327433"
"000590","CS홀딩스","71200","200","0.28","71000","71200","70300","2040","144332300","82199118400","1154482"
"012030","DB","1005","7","0.70","998","1010","997","268829","269408621","202179802665","201173933"
"016610","DB금융투자","6650","0","0.00","6650","6680","6600","52738","350046320","282268486850","42446389"
"005830","DB손해보험","69100","-700","-1.00","70300","71000","67700","134638","9299971700","4892280000000","70800000"
"000990","DB하이텍","76600","0","0.00","77500","77800","76100","507842","38961163300","3400931840800","44398588"
"000995","DB하이텍1우","96600","1400","1.47","96000","96900","96000","333","32217800","10849725600","112316"
"139130","DGB금융지주","9430","10","0.11","9420","9490","9380","345095","3259924400","1595045205190","169145833"
"001530","DI동일","264000","1500","0.57","266500","266500","261500","4731","1246846000","662812920000","2510655"
"000210","DL","60000","200","0.33","59900","60800","59600","79852","4804880300","1257353040000","20955884"
"001880","DL건설","29550","-450","-1.50","30000","30000","29500","24950","740720700","651674542200","22053284"
"000215","DL우","39150","550","1.42","38600","39200","38600","3463","135212000","66011402250","1686115"
"375500","DL이앤씨","131000","-4000","-2.96","135000","135000","129500","276779","36377806000","2535994678000","19358738"
"37550K","DL이앤씨우","80900","-900","-1.10","81900","81900","80300","18484","1499227300","171013296500","2113885"
"004840","DRB동일","5230","-20","-0.38","5190","5280","5180","8917","46333020","104233900000","19930000"
