종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"095570","AJ네트웍스","5480","130","2.43","5410","5490","5370","33942","184593780","256586176600","46822295"
"006840","AK홀딩스","20750","-400","-1.89","20700","20800","20250","47523","977290250","274886890750","13247561"
"027410","BGF","5050","10","0.20","5040","5060","4995","88537","445797890","483369794550","95716791"
"282330","BGF리테일","163000","-6500","-3.83","166000","166500","159000","89785","14650751500","2817276678000","17283906"
"138930","BNK금융지주","7600","-280","-3.55","7780","7780","7560","2149943","16426528840","2477107869600","325935246"
"001460","BYC","459000","4500","0.99","454500","459500","454500","189","86410000","286698285000","624615"
"001465","BYC우","178000","-500","-0.28","176500","178500","176000","250","44119500","38338530000","215385"
"001040","CJ","84100","0","0.00","84000","84900","83300","32212","2712009300","2453785531800","29176998"
"079160","CJ CGV","26200","350","1.35","25800","26300","25400","343867","8944775150","1069206699200","40809416"
"00104K","CJ4우(전환)","74200","400","0.54","74100","74300","73100","3597","266109100","313607190400","4226512"
"000120","CJ대한통운","131000","7000","5.65","124500","133000","124000","136465","17688488500","2988417064000","22812344"
"011150","CJ씨푸드","4090","425","11.60","3685","4165","3685","7492894","30083828760","146956861570","35930773"
"011155","CJ씨푸드1우","38900","1400","3.73","37000","38900","37000","5609","215332600","7780000000","200000"
"001045","CJ우","49350","350","0.71","49400","49400","49000","885","43624500","111542005050","2260223"
"097950","CJ제일제당","374500","-4000","-1.06","378000","379500","373500","21915","8235987000","5637792657000","15054186"
"097955","CJ제일제당 우","165000","2000","1.23","162500","165500","162500","1952","320630000","219026445000","1327433"
"000590","CS홀딩스","69500","200","0.29","68600","69600","67500","3818","262356200","80236499000","1154482"
"012030","DB","863","6","0.70","850","865","850","224138","192901967","173613104179","201173933"
"016610","DB금융투자","6230","-20","-0.32","6170","6260","6150","23029","143321810","264441003470","42446389"
"005830","DB손해보험","58700","-3100","-5.02","62600","62700","58200","363251","21595346000","4155960000000","70800000"
"000990","DB하이텍","69900","500","0.72","69000","70200","68500","603907","41897061700","3103461301200","44398588"
"000995","DB하이텍1우","95800","-300","-0.31","95400","97100","95400","173","16630500","10759872800","112316"
"139130","DGB금융지주","9070","-410","-4.32","9210","9220","9020","1084498","9838408620","1534152705310","169145833"
"001530","DI동일","236500","13000","5.82","223500","239000","223500","8964","2087106000","593769907500","2510655"
"000210","DL","59900","-500","-0.83","60400","60400","59700","38540","2311120700","1255257451600","20955884"
"001880","DL건설","27400","300","1.11","27100","27600","27050","20212","553196750","604259981600","22053284"
"000215","DL우","37000","0","0.00","37000","37250","36650","732","27047850","62386255000","1686115"
"375500","DL이앤씨","128500","0","0.00","129500","130500","127000","137915","17804991500","2487597833000","19358738"
"37550K","DL이앤씨우","67600","400","0.60","66100","67600","66100","1779","119714600","142898626000","2113885"
"004840","DRB동일","5050","75","1.51","4975","5090","4955","4744","23753870","100646500000","19930000"
"155660","DSR","5710","210","3.82","5560","5730","5480","117152","658739500","91360000000","16000000"
"069730","DSR제강","4640","95","2.09","4565","4650","4525","68066","313300385","66816000000","14400000"
"017940","E1","47100","400","0.86","47250","47950","46800","19779","934847900","323106000000","6860000"
"365550","ESR켄달스퀘어리츠","6320","10","0.16","6150","6350","6150","247091","1562232030","1346722480000","213089000"
"383220","F&F","857000","-33000","-3.71","875000","890000","850000","32316","28019447000","6565832655000","7661415"
"007700","F&F홀딩스","28450","1250","4.60","27200","28700","27200","52200","1469877250","1112803741150","39114367"
"114090","GKL","14700","100","0.68","14600","14750","14450","175966","2570967000","909278349000","61855670"
"078930","GS","41350","1350","3.38","40450","41750","40400","352161","14533612850","3842050880300","92915378"
"006360","GS건설","43050","200","0.47","43000","43400","42700","359602","15477479900","3684283144500","85581490"
"001250","GS글로벌","2365","20","0.85","2390","2430","2360","947383","2265857790","195192351860","82533764"
"007070","GS리테일","26950","400","1.51","26450","27000","26450","261017","6978763500","2822147997900","104717922"
"078935","GS우","34550","250","0.73","34500","34700","34450","5993","207088250","61665738300","1784826"
"012630","HDC","7700","60","0.79","7630","7720","7590","105982","813561640","460011251700","59741721"
"039570","HDC랩스","10650","200","1.91","10450","10700","10350","22598","238225850","276448450650","25957601"
"089470","HDC현대EP","4900","45","0.93","4850","4900","4825","36357","177129400","156310000000","31900000"
"294870","HDC현대산업개발","16650","600","3.74","16100","16800","16000","855945","14087868300","1097357044500","65907330"
"097230","HJ중공업","7470","140","1.91","7790","7790","7330","24239","182333940","622058879070","83274281"
"011200","HMM","29100","250","0.87","28800","29850","28650","5277280","154468083600","14231049333600","489039496"
"082740","HSD엔진","10000","190","1.94","9690","10100","9690","982994","9823438460","467212460000","46721246"
"003560","IHQ","1205","40","3.43","1160","1205","1155","447274","530544395","176214076340","146235748"
"175330","JB금융지주","8070","-150","-1.82","8180","8180","8030","432854","3494982680","1589651954580","196982894"
"234080","JW생명과학","15350","-150","-0.97","15450","15600","15250","63341","974154050","243060403900","15834554"
"001060","JW중외제약","24600","-550","-2.19","25150","25200","24550","207741","5147249900","545580792600","22178081"
"001067","JW중외제약2우B","64500","700","1.10","64800","64800","63500","538","34414500","6638791500","102927"
"001065","JW중외제약우","36250","300","0.83","36300","36300","35500","1366","49139800","6624143750","182735"
"096760","JW홀딩스","3925","20","0.51","3905","3940","3895","97040","379884180","276495471050","70444706"
"105560","KB금융","57300","-2400","-4.02","58600","58700","57000","2133467","122671452400","23825793816000","415807920"
"002380","KCC","329500","-2000","-0.60","332000","335500","327000","61461","20324203000","2928092194500","8886471"
