종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"095570","AJ네트웍스","5320","-90","-1.66","5410","5470","5300","171188","915391510","249094609400","46822295"
"006840","AK홀딩스","19550","250","1.30","19550","19600","19250","12856","249809700","258989817550","13247561"
"027410","BGF","5310","20","0.38","5290","5330","5250","67770","358914810","508256160210","95716791"
"282330","BGF리테일","143500","-2000","-1.37","143500","146000","142500","15765","2260595000","2480240511000","17283906"
"138930","BNK금융지주","8390","-10","-0.12","8360","8450","8340","826024","6930125380","2734596713940","325935246"
"001460","BYC","456000","5500","1.22","453500","456000","449500","1450","654927500","284824440000","624615"
"001465","BYC우","183000","-1500","-0.81","184500","185500","181500","120","22089500","39415455000","215385"
"001040","CJ","84000","600","0.72","83800","84600","83400","27216","2281150700","2450867832000","29176998"
"079160","CJ CGV","25150","100","0.40","25050","25350","24900","128277","3216971450","954528311800","37953412"
"00104K","CJ4우(전환)","71300","800","1.13","71100","71400","69900","4032","284548500","301350305600","4226512"
"000120","CJ대한통운","129000","3000","2.38","125500","130000","125500","48010","6170486000","2942792376000","22812344"
"011150","CJ씨푸드","3865","65","1.71","3790","3885","3780","399321","1532200545","138872437645","35930773"
"011155","CJ씨푸드1우","36300","-550","-1.49","36400","36400","36200","790","28681100","7260000000","200000"
"001045","CJ우","53400","-400","-0.74","53800","53900","53400","1008","53972500","120695908200","2260223"
"097950","CJ제일제당","379500","-8000","-2.06","388000","389000","378000","36699","13986535000","5713063587000","15054186"
"097955","CJ제일제당 우","176000","-1500","-0.85","177500","178500","174000","4015","704344500","233628208000","1327433"
"000590","CS홀딩스","64500","400","0.62","64300","64500","64100","1028","66018000","74464089000","1154482"
"012030","DB","971","21","2.21","950","972","949","548584","525455527","195339888943","201173933"
"016610","DB금융투자","6620","40","0.61","6580","6640","6550","107576","708513940","280995095180","42446389"
"005830","DB손해보험","54000","0","0.00","53800","54500","53600","86857","4689265600","3823200000000","70800000"
"000990","DB하이텍","76900","4200","5.78","75000","78300","74200","2043510","156566996700","3414251417200","44398588"
"000995","DB하이텍1우","101000","-1000","-0.98","102000","105500","99500","1444","145703200","11343916000","112316"
"139130","DGB금융지주","9330","-50","-0.53","9350","9400","9300","226384","2114885700","1578130621890","169145833"
"001530","DI동일","266000","-11000","-3.97","275500","276000","263500","17468","4668486000","667834230000","2510655"
"000210","DL","61400","500","0.82","61000","61700","60900","43780","2679591500","1286691277600","20955884"
"001880","DL건설","27550","400","1.47","27150","27550","27150","20228","553666550","607567974200","22053284"
"000215","DL우","37000","0","0.00","37050","37050","36800","630","23270850","62386255000","1686115"
"375500","DL이앤씨","122500","3500","2.94","121500","122500","119500","142802","17330635500","2371445405000","19358738"
"37550K","DL이앤씨우","70200","400","0.57","70300","71000","69800","5065","355189000","148394727000","2113885"
"004840","DRB동일","5160","-100","-1.90","5260","5290","5140","37872","195886330","102838800000","19930000"
"155660","DSR","5840","110","1.92","5770","5860","5720","108040","624712060","93440000000","16000000"
"069730","DSR제강","4845","115","2.43","4785","4925","4760","222416","1079459610","69768000000","14400000"
"017940","E1","47650","-550","-1.14","47850","48150","47600","8021","383119650","326879000000","6860000"
"365550","ESR켄달스퀘어리츠","6350","20","0.32","6350","6350","6320","278555","1765323080","1353115150000","213089000"
"383220","F&F","945000","0","0.00","945000","950000","927000","41494","38936666000","7240037175000","7661415"
"007700","F&F홀딩스","33550","250","0.75","33300","33700","33250","39317","1313884700","1312287012850","39114367"
"114090","GKL","13200","50","0.38","13050","13300","13050","159802","2107468050","816494844000","61855670"
"078930","GS","39400","300","0.77","39050","39750","39000","130076","5123232850","3660865893200","92915378"
"006360","GS건설","40050","450","1.14","39600","40200","39600","272913","10897739550","3427538674500","85581490"
