종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"095570","AJ네트웍스","5140","-80","-1.53","5220","5230","5060","39172","200523170","240666596300","46822295"
"006840","AK홀딩스","17600","-850","-4.61","18100","18100","17350","32188","565055050","233157073600","13247561"
"027410","BGF","4850","-160","-3.19","5010","5010","4805","246812","1200857780","464226436350","95716791"
"282330","BGF리테일","153000","-4000","-2.55","158500","158500","152000","28186","4350650000","2644437618000","17283906"
"138930","BNK금융지주","8300","-200","-2.35","8480","8540","8180","1376117","11404081510","2705262541800","325935246"
"001460","BYC","488500","-6000","-1.21","493500","494000","475500","1051","509562000","305124427500","624615"
"001465","BYC우","184000","-1000","-0.54","185000","185000","182500","48","8834000","39630840000","215385"
"001040","CJ","78000","-2000","-2.50","80300","80600","77800","62505","4908915000","2275805844000","29176998"
"079160","CJ CGV","22950","-1050","-4.38","23950","24000","22900","171533","3985026000","936514040400","40806712"
"00104K","CJ4우(전환)","68300","-700","-1.01","69000","69000","67200","6894","466185500","288670769600","4226512"
"000120","CJ대한통운","121000","-3000","-2.42","125000","125500","120500","32670","3978108000","2760293624000","22812344"
"011150","CJ씨푸드","3700","-50","-1.33","3720","3765","3655","151702","563261175","132943860100","35930773"
"011155","CJ씨푸드1우","37000","-50","-0.13","37300","37300","36500","1026","38057100","7400000000","200000"
"001045","CJ우","47750","-900","-1.85","48700","48700","47500","2260","108157000","107925648250","2260223"
"097950","CJ제일제당","367000","5500","1.52","361500","378500","361500","66423","24532567000","5524886262000","15054186"
"097955","CJ제일제당 우","159500","-500","-0.31","158500","164000","158500","4188","671668500","211725563500","1327433"
"000590","CS홀딩스","62200","-1500","-2.35","63500","63500","61600","627","39295000","71808780400","1154482"
"012030","DB","901","-18","-1.96","915","916","899","748774","676668025","181257713633","201173933"
"016610","DB금융투자","6320","-250","-3.81","6550","6550","6300","192765","1226063820","268261178480","42446389"
"005830","DB손해보험","63400","-800","-1.25","65200","65200","62600","128790","8204860600","4488720000000","70800000"
"000990","DB하이텍","79000","700","0.89","77200","79800","77200","954584","75062731700","3507488452000","44398588"
"000995","DB하이텍1우","101000","-2500","-2.42","106000","106500","101000","1170","121706500","11343916000","112316"
"139130","DGB금융지주","9450","-150","-1.56","9580","9680","9350","380533","3606130540","1598428121850","169145833"
"001530","DI동일","241500","-8500","-3.40","249000","249500","239500","8887","2156907000","606323182500","2510655"
"000210","DL","58700","-1700","-2.81","59300","61000","58300","120883","7131878700","1230110390800","20955884"
"001880","DL건설","27400","350","1.29","27300","27700","26750","49174","1345292150","604259981600","22053284"
"000215","DL우","35600","-600","-1.66","35800","36600","35400","1652","58996950","60025694000","1686115"
"375500","DL이앤씨","115000","1000","0.88","115500","117500","114000","374333","43301238000","2226254870000","19358738"
"37550K","DL이앤씨우","63500","-700","-1.09","65400","65600","62800","14477","922383000","134231697500","2113885"
"004840","DRB동일","4990","-180","-3.48","5080","5150","4975","10946","54800705","99450700000","19930000"
"155660","DSR","5450","-270","-4.72","5670","5720","5410","118966","655743780","87200000000","16000000"
"069730","DSR제강","4535","-170","-3.61","4635","4635","4535","98029","448757850","65304000000","14400000"
"017940","E1","45600","-1200","-2.56","46750","46800","45350","5925","270912350","312816000000","6860000"
"365550","ESR켄달스퀘어리츠","6050","-110","-1.79","6180","6180","6020","334618","2030106870","1289188450000","213089000"
"383220","F&F","839000","-39000","-4.44","875000","875000","818000","48480","40695398000","6427927185000","7661415"
"007700","F&F홀딩스","27650","-2000","-6.75","29350","29350","27650","106391","2986244500","1081512247550","39114367"
"114090","GKL","13150","-350","-2.59","13500","13600","13150","189696","2517271150","813402060500","61855670"
"078930","GS","38650","-400","-1.02","39150","39500","38600","174630","6793605650","3591179359700","92915378"
"006360","GS건설","40000","150","0.38","39850","40500","39450","767204","30638775400","3423259600000","85581490"
"001250","GS글로벌","2190","-45","-2.01","2250","2260","2170","253137","557343830","180748943160","82533764"
"007070","GS리테일","27900","-550","-1.93","28450","28550","27800","210335","5897345000","2921630023800","104717922"
"078935","GS우","33350","-350","-1.04","33500","33850","33050","5189","172954150","59523947100","1784826"
"012630","HDC","7140","70","0.99","7050","7260","7050","574461","4102470150","426555887940","59741721"
"039570","HDC랩스","9360","-260","-2.70","9560","9580","9330","78807","742582990","242963145360","25957601"
"089470","HDC현대EP","4840","-230","-4.54","5020","5060","4815","171084","839329945","154396000000","31900000"
"294870","HDC현대산업개발","14300","100","0.70","14200","14950","14150","4685734","67972987250","942474819000","65907330"
"097230","HJ중공업","7430","-200","-2.62","7690","7700","7430","33870","255282700","618727907830","83274281"
"011200","HMM","23800","-850","-3.45","24650","24800","23450","2743341","65387739300","11639140004800","489039496"
"082740","HSD엔진","8680","-180","-2.03","8860","8920","8490","630983","5461829360","405540415280","46721246"
"003560","IHQ","1185","-60","-4.82","1245","1250","1175","1008420","1203881205","173289361380","146235748"
"175330","JB금융지주","8290","-150","-1.78","8410","8450","8210","221486","1833112420","1632988191260","196982894"
"234080","JW생명과학","13100","-300","-2.24","13400","13450","12900","45568","596159900","207432657400","15834554"
"001060","JW중외제약","19300","-800","-3.98","19850","20000","19150","125952","2452262900","428036963300","22178081"
"001067","JW중외제약2우B","60200","-300","-0.50","59500","60200","59400","141","8468400","6196205400","102927"
"001065","JW중외제약우","32800","-200","-0.61","33400","33400","32100","405","13229500","5993708000","182735"
"096760","JW홀딩스","3335","-50","-1.48","3385","3390","3250","40736","134713565","234933094510","70444706"
"105560","KB금융","58800","-1500","-2.49","60600","60700","57900","1241129","72987925600","24449505696000","415807920"
"002380","KCC","356500","-8500","-2.33","359500","362500","352000","57927","20712652500","3168026911500","8886471"
"344820","KCC글라스","59900","-1700","-2.76","60900","61300","59000","62134","3718118400","956633668800","15970512"
"009070","KCTC","5510","-170","-2.99","5590","5670","5470","66538","367730340","165300000000","30000000"
"009440","KC그린홀딩스","4180","-40","-0.95","4145","4215","4095","55848","231273775","93778216400","22434980"
"119650","KC코트렐","5570","-250","-4.30","5930","5930","5560","68174","385090980","98032000000","17600000"
"092220","KEC","3245","-155","-4.56","3320","3365","3230","5417116","17819536955","469707717545","144748141"
"016380","KG동부제철","10100","-350","-3.35","10350","10500","10050","202065","2056777100","1010089859700","100008897"
"016385","KG동부제철우","107000","-3500","-3.17","110500","110500","103000","300","31751000","5712195000","53385"
"001390","KG케미칼","28200","-1000","-3.42","28700","29050","28050","78997","2239036000","391023907200","13866096"
"033180","KH 필룩스","2200","-120","-5.17","2305","2320","2180","658936","1461257400","300806580800","136730264"
"001940","KISCO홀딩스","14750","-150","-1.01","14900","14900","14500","27300","398646750","272526605000","18476380"
"025000","KPX케미칼","52000","-600","-1.14","52500","52800","51800","3481","181749300","251680000000","4840000"
"092230","KPX홀딩스","61700","-500","-0.80","62200","62200","60800","2326","142404500","260660658200","4224646"
"000040","KR모터스","801","-19","-2.32","829","829","799","234614","189270794","77006031768","96137368"
"044450","KSS해운","11050","-250","-2.21","11300","11350","10950","51745","573902500","256203974000","23185880"
"030200","KT","31650","-100","-0.31","31650","32100","31600","1171375","37320464950","8264188723200","261111808"
"033780","KT&G","78600","-600","-0.76","79300","79400","78400","214466","16883770000","10791190264200","137292497"
"030210","KTB투자증권","4930","-130","-2.57","5060","5070","4925","238020","1179590675","297348473560","60314092"
"058850","KTcs","2270","-90","-3.81","2340","2355","2270","181517","416013605","96894950000","42685000"
"058860","KTis","2280","-80","-3.39","2355","2375","2280","79030","182742555","79348560000","34802000"
"093050","LF","15700","-500","-3.09","16100","16200","15650","33692","532996900","459068000000","29240000"
"003550","LG","76600","-2600","-3.28","79200","79700","76200","333545","25767747500","12049256063800","157300993"
"034220","LG디스플레이","21550","-600","-2.71","21950","22200","21400","3433577","74659579450","7710928335000","357815700"
"051900","LG생활건강","969000","-21000","-2.12","993000","994000","962000","59193","57508184000","15134032893000","15618197"
"051905","LG생활건강우","560000","-4000","-0.71","561000","563000","550000","2477","1377942000","1175830320000","2099697"
"003555","LG우","62600","-1300","-2.03","63000","63900","61800","5348","333258900","189153412000","3021620"
"032640","LG유플러스","13350","0","0.00","13300","13400","13150","844603","11207320350","5828761669350","436611361"
"011070","LG이노텍","360000","-3000","-0.83","360000","369000","357500","434619","157364565000","8520158520000","23667107"
"066570","LG전자","134000","500","0.37","132000","136000","130000","1502530","200221582000","21928807076000","163647814"
"066575","LG전자우","61800","-1100","-1.75","62300","63200","61500","54306","3372603200","1062094305600","17185992"
"037560","LG헬로비전","4790","-175","-3.52","4965","4970","4765","180249","868545160","370970483350","77446865"
"051910","LG화학","671000","-23000","-3.31","693000","694000","663000","246196","165914090000","47367462153000","70592343"
"051915","LG화학우","319000","-10500","-3.19","325000","327000","313500","11569","3679974500","2452727200000","7688800"
"079550","LIG넥스원","61300","-2400","-3.77","62900","63600","61100","278944","17263247300","1348600000000","22000000"
"006260","LS","52400","-1100","-2.06","53400","53900","51800","87541","4582753200","1687280000000","32200000"
"010120","LS ELECTRIC","51200","-900","-1.73","51300","52400","51000","58081","2986482000","1536000000000","30000000"
"000680","LS네트웍스","3245","-285","-8.07","3500","3715","3240","1753649","6136932380","255715786920","78803016"
"229640","LS전선아시아","7690","-90","-1.16","7780","7780","7670","91609","705236050","235505319510","30624879"
"001120","LX인터내셔널","24600","-1050","-4.09","25450","25900","24500","249606","6242932050","953496000000","38760000"
"108670","LX하우시스","56700","-2700","-4.55","58500","59400","56600","59761","3420031600","508466889000","8967670"
"108675","LX하우시스우","26100","-1700","-6.12","27100","27200","25550","11857","307616650","26943813000","1032330"
"383800","LX홀딩스","9880","-90","-0.90","9900","9980","9800","413787","4081785630","753653217200","76280690"
"38380K","LX홀딩스1우","14300","-550","-3.70","14400","14700","14100","19310","276103800","20953575500","1465285"
"023150","MH에탄올","8940","-460","-4.89","9310","9350","8900","45124","407256850","65964022440","7378526"
"035420","NAVER","328500","-4500","-1.35","333000","334000","327500","494977","163283047000","53890124422500","164049085"
"181710","NHN","37050","-4550","-10.94","39900","40100","36700","419450","15847696250","1390038750750","37517915"
"400760","NH올원리츠","5130","0","0.00","5140","5140","5070","75125","383780640","216486000000","42200000"
"005940","NH투자증권","11550","-100","-0.86","11650","11750","11500","411249","4760350900","3430741394850","297033887"
"005945","NH투자증권우","10700","-300","-2.73","10950","10950","10650","91055","982182300","201919357600","18870968"
"338100","NH프라임리츠","4670","-25","-0.53","4665","4690","4660","21611","100991485","87142200000","18660000"
"034310","NICE","17100","0","0.00","16950","17100","16800","31539","533694600","647787330000","37882300"
"008260","NI스틸","3520","-195","-5.25","3650","3960","3300","1266853","4753253405","100672411840","28600117"
"004250","NPC","8410","-310","-3.56","8590","8590","8270","863533","7251958120","308815200000","36720000"
"004255","NPC우","4405","-315","-6.67","4700","4700","4375","76920","341628380","23258400000","5280000"
"010060","OCI","91800","-3100","-3.27","95000","96000","91100","250075","23161153800","2189372257800","23849371"
"178920","PI첨단소재","49650","-1650","-3.22","51000","51700","49050","212149","10602271200","1458037887300","29366322"
"005490","POSCO","274500","-7500","-2.66","280000","282500","273000","319122","88268003500","23932786207500","87186835"
"010950","S-Oil","89600","300","0.34","89200","90800","89000","272204","24450138300","10087418163200","112582792"
"010955","S-Oil우","52400","-800","-1.50","53100","53700","51700","6363","334827800","210748974800","4021927"
"034120","SBS","44800","-900","-1.97","45450","45550","44000","64187","2873001000","817715673600","18252582"
"005090","SGC에너지","48250","-950","-1.93","48550","49000","47450","40511","1939971700","708165443000","14677004"
"001380","SG글로벌","2065","15","0.73","2055","2095","1985","842251","1721601820","92850955295","44964143"
"004060","SG세계물산","687","-53","-7.16","730","739","685","5278035","3731886462","139065947520","202424960"
"001770","SHD","29450","1250","4.43","27950","30750","27300","33476","972090900","35778157100","1214878"
"002360","SH에너지화학","945","-15","-1.56","955","992","941","3166984","3071828619","105021374850","111133730"
"009160","SIMPAC","5770","-190","-3.19","5940","6000","5650","178896","1031273690","377528307320","65429516"
"123700","SJM","4275","-175","-3.93","4370","4390","4240","21105","90312765","66710938950","15604898"
"025530","SJM홀딩스","3470","-190","-5.19","3620","3625","3470","8710","30933810","51821007760","14934008"
"034730","SK","229500","-4500","-1.92","232500","234000","227000","148808","34159690000","17017271005500","74149329"
