종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"095570","AJ네트웍스","5080","30","0.59","5050","5080","4945","66498","333042980","237857258600","46822295"
"006840","AK홀딩스","18100","-600","-3.21","18650","18750","17900","43170","783342000","239780854100","13247561"
"027410","BGF","4995","-5","-0.10","4980","5030","4940","127038","631978520","478105371045","95716791"
"282330","BGF리테일","159500","10500","7.05","150000","160000","148000","86661","13642768000","2756783007000","17283906"
"138930","BNK금융지주","8640","50","0.58","8500","8740","8500","1254969","10839347610","2816080525440","325935246"
"001460","BYC","496500","-4500","-0.90","500000","500000","496000","214","106413000","310121347500","624615"
"001465","BYC우","187000","-4500","-2.35","191500","191500","187000","135","25366000","40276995000","215385"
"001040","CJ","79700","-300","-0.38","80000","80900","79600","45435","3638442700","2325406740600","29176998"
"079160","CJ CGV","23550","-250","-1.05","23250","24050","23150","190825","4502616700","960998067600","40806712"
"00104K","CJ4우(전환)","69200","-1000","-1.42","69700","70100","68300","10445","722602400","292474630400","4226512"
"000120","CJ대한통운","120000","-1500","-1.23","120500","121500","119000","40836","4895766500","2737481280000","22812344"
"011150","CJ씨푸드","3720","-20","-0.53","3680","3800","3645","97912","364225830","133662475560","35930773"
"011155","CJ씨푸드1우","37200","-200","-0.53","36150","37200","36150","686","25101450","7440000000","200000"
"001045","CJ우","48700","-100","-0.20","48550","49200","48450","1796","87271950","110072860100","2260223"
"097950","CJ제일제당","367000","-5500","-1.48","365000","374500","365000","25329","9350071500","5524886262000","15054186"
"097955","CJ제일제당 우","165500","-2500","-1.49","167000","168000","164500","3452","571927000","219690161500","1327433"
"000590","CS홀딩스","62600","-500","-0.79","63100","63300","62300","883","55474800","72270573200","1154482"
"012030","DB","914","-10","-1.08","911","929","911","575683","529648774","183872974762","201173933"
"016610","DB금융투자","6630","0","0.00","6600","6670","6560","67160","444540640","281419559070","42446389"
"005830","DB손해보험","65000","400","0.62","65100","67700","64200","200421","13188361500","4602000000000","70800000"
"000990","DB하이텍","82800","-1100","-1.31","82500","84400","81700","715310","59316806200","3676203086400","44398588"
"000995","DB하이텍1우","99100","-800","-0.80","100500","100500","99100","412","41047800","11130515600","112316"
"139130","DGB금융지주","9680","90","0.94","9520","9850","9520","774847","7522548530","1637331663440","169145833"
"001530","DI동일","251500","-3500","-1.37","251000","253500","248000","6969","1746829500","631429732500","2510655"
"000210","DL","63000","600","0.96","62700","64800","62100","72613","4624692700","1320220692000","20955884"
"001880","DL건설","27850","0","0.00","27450","28300","27400","57954","1611665500","614183959400","22053284"
"000215","DL우","37100","50","0.13","36850","37350","36700","803","29838650","62554866500","1686115"
"375500","DL이앤씨","124500","2000","1.63","120500","125500","120500","143589","17769511500","2410162881000","19358738"
"37550K","DL이앤씨우","68000","-1000","-1.45","69200","69300","67600","7073","481360600","143744180000","2113885"
"004840","DRB동일","5160","-20","-0.39","5230","5230","5070","10677","54422940","102838800000","19930000"
"155660","DSR","5490","10","0.18","5480","5540","5350","54993","298775490","87840000000","16000000"
"069730","DSR제강","4575","15","0.33","4495","4600","4495","79393","359685445","65880000000","14400000"
"017940","E1","46500","-550","-1.17","47400","47400","46500","8124","380884300","318990000000","6860000"
"365550","ESR켄달스퀘어리츠","6100","-100","-1.61","6200","6200","6080","225660","1380788420","1299842900000","213089000"
"383220","F&F","878000","-7000","-0.79","874000","889000","871000","13022","11462259000","6726722370000","7661415"
"007700","F&F홀딩스","29150","-450","-1.52","29000","29600","28900","45081","1318215700","1140183798050","39114367"
"114090","GKL","13200","-100","-0.75","13300","13450","13100","132965","1762517550","816494844000","61855670"
"078930","GS","39850","650","1.66","39200","40700","39200","278134","11144503400","3702677813300","92915378"
"006360","GS건설","40700","300","0.74","39800","41300","39750","709989","28928782400","3483166643000","85581490"
"001250","GS글로벌","2215","-5","-0.23","2190","2245","2175","301029","664307150","182812287260","82533764"
"007070","GS리테일","28800","200","0.70","28450","29150","28350","167090","4811910900","3015876153600","104717922"
"078935","GS우","33900","50","0.15","33950","34100","33550","4179","141518750","60505601400","1784826"
"012630","HDC","7260","-130","-1.76","7280","7550","7200","829299","6105290040","433724894460","59741721"
"039570","HDC랩스","8820","280","3.28","8360","9050","8360","228040","1974233750","228946040820","25957601"
"089470","HDC현대EP","5030","45","0.90","5030","5080","4960","101235","509725175","160457000000","31900000"
"294870","HDC현대산업개발","15900","-200","-1.24","15500","16550","15500","3994626","63627560450","1047926547000","65907330"
"097230","HJ중공업","7590","-280","-3.56","7800","7880","7510","59758","453983590","632051792790","83274281"
"011200","HMM","24350","-350","-1.42","24250","24900","24100","1464531","35799909650","11908111727600","489039496"
"082740","HSD엔진","9340","160","1.74","9070","9520","9070","983830","9179561780","436376437640","46721246"
"003560","IHQ","1200","-35","-2.83","1200","1255","1195","1367139","1658443340","175482897600","146235748"
"175330","JB금융지주","8470","20","0.24","8360","8630","8350","219080","1858938730","1668445112180","196982894"
"234080","JW생명과학","13300","-100","-0.75","13250","13400","13050","40905","538172500","210599568200","15834554"
"001060","JW중외제약","20000","-450","-2.20","20200","20400","19950","60090","1211752600","430798520000","21539926"
"001067","JW중외제약2우B","60300","1300","2.20","57700","60300","57700","52","3103400","6030000000","100000"
"001065","JW중외제약우","33350","-50","-0.15","33450","33450","33250","237","7909200","5919158100","177486"
"096760","JW홀딩스","3400","-60","-1.73","3455","3465","3385","27227","92956500","232700018800","68441182"
"105560","KB금융","61900","200","0.32","61700","63400","61200","1465535","91064845200","25738510248000","415807920"
"002380","KCC","391500","8000","2.09","378500","395500","377000","118274","46110036000","3479053396500","8886471"
"344820","KCC글라스","63300","200","0.32","62000","63400","61300","56577","3546893700","1010933409600","15970512"
"009070","KCTC","5720","-120","-2.05","5700","5880","5660","109792","631989090","171600000000","30000000"
